-138.171	-138.15	0	0	-132.206	-132.186	0	0	-0.5958	-0.576	0	0	18.3874	18.4023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
-138.171	-138.15	0	0	-132.206	-132.186	0	0	-0.5958	-0.576	0	0	18.3874	18.4023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
-138.171	-138.15	0	0	-132.206	-132.187	0	0	-0.5958	-0.576	0	0	18.3874	18.4028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
-138.171	-138.15	0	0	-132.206	-132.187	0	0	-0.5958	-0.576	0	0	18.3874	18.4028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
-138.171	-138.151	0	0	-132.206	-132.187	0	0	-0.5958	-0.576	0	0	18.3874	18.4023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
-138.171	-138.151	0	0	-132.206	-132.188	0	0	-0.5958	-0.576	0	0	18.3874	18.4023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
-138.171	-138.15	0	0	-132.206	-132.188	0	0	-0.5958	-0.576	0	0	18.3874	18.4023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
-138.171	-138.15	0	0	-132.206	-132.187	0	0	-0.5958	-0.576	0	0	18.3874	18.4023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
-138.171	-138.15	0	0	-132.206	-132.186	0	0	-0.5958	-0.576	0	0	18.3874	18.4028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
-138.171	-138.15	0	0	-132.206	-132.186	0	0	-0.5958	-0.576	0	0	18.3874	18.4028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
-138.171	-138.151	0	0	-132.206	-132.186	0	0	-0.5958	-0.576	0	0	18.3874	18.4023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
-138.171	-138.151	0	0	-132.206	-132.187	0	0	-0.5958	-0.576	0	0	18.3874	18.4023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
-138.171	-138.15	0	0	-132.206	-132.187	0	0	-0.5958	-0.576	0	0	18.3874	18.4023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
-138.171	-138.15	0	0	-132.206	-132.188	0	0	-0.5958	-0.576	0	0	18.3874	18.4023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
-138.171	-138.15	0	0	-132.206	-132.188	0	0	-0.5958	-0.576	0	0	18.3874	18.4028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
